County,Type,Facility Name,Street Address,City,State,ZIP,Location
Bronx,Grocery,Food Universe Market Place,Randall Avenue,Bronx,NY,10473,"Randall Avenue
Bronx, NY 10473
(40.818259241, -73.853788758)"
Kings,Grocery,Target Store T-2212,Flatbush Ave,Brooklyn,NY,11210,"Flatbush Ave
Brooklyn, NY 11210
(40.627100179, -73.941595472)"
Kings,Grocery,Fine Food,York St,Brooklyn,NY,11201,"York St
Brooklyn, NY 11201
(40.701510566, -73.986471996)"
Richmond,Grocery,Key Food,Arden Avenue,Staten Island,NY,10312,"Arden Avenue
Staten Island, NY 10312
(40.544511882, -74.17652155)"
Queens,Grocery,C-Town Supermarkets,37th Avenue,Jackson Heights,NY,11372,"37th Avenue
Jackson Heights, NY 11372
(40.749864797, -73.883149449)"
Kings,Grocery,Super Market Of Ave N Inc,Flatlands Avenue,Brooklyn,NY,11234,"Flatlands Avenue
Brooklyn, NY 11234
(40.624763187, -73.929896474)"
Queens,Grocery,Fine Fare,163rd St,Jamaica,NY,11432,"163rd St
Jamaica, NY 11432
(40.706691486, -73.798050933)"
Bronx,Grocery,Met Food,White Plains Road,Bronx,NY,10460,"White Plains Road
Bronx, NY 10460
(40.853813784, -73.867714112)"
Bronx,Grocery,C-Town Supermarkets,Third Avenue,Bronx,NY,10456,"Third Avenue
Bronx, NY 10456
(40.830808951, -73.905946751)"
Queens,Grocery,Seasons,Main Street,Flushing,NY,11367,"Main Street
Flushing, NY 11367
(40.732119616, -73.824486948)"
Kings,Grocery,Leonardo Mini-Market Corp.,Ridgewood Avenue,Brooklyn,NY,11208,"Ridgewood Avenue
Brooklyn, NY 11208
(40.684440385, -73.876572567)"
Bronx,Grocery,2690 Grocery Corp,3rd Avenue,Bronx,NY,10454,"3rd Avenue
Bronx, NY 10454
(40.808766294, -73.930028096)"
Bronx,Grocery,Big Deal Supermarket,Morris Park Avenue,Bronx,NY,10462,"Morris Park Avenue
Bronx, NY 10462
(40.846183265, -73.861500931)"
Kings,Grocery,Key Food,Flatbush Ave,Brooklyn,NY,11226,"Flatbush Ave
Brooklyn, NY 11226
(40.646602568, -73.958112669)"
New York,Grocery,Fine Fare,Lenox Ave,New York,NY,10026,"Lenox Ave
New York, NY 10026
(40.801445169, -73.950204727)"
Kings,Grocery,Food Bazaar,Flatlands Avenue,Brooklyn,NY,11207,"Flatlands Avenue
Brooklyn, NY 11207
(40.654075093, -73.883343644)"
Queens,Grocery,Compare Food Market,Jamaica Ave,Woodhaven,NY,11421,"Jamaica Ave
Woodhaven, NY 11421
(40.692639509, -73.857066388)"
Queens,Grocery,K Town Supermarket,Liberty Avenue,South Richmond Hil,NY,11419,"Liberty Avenue
South Richmond Hil, NY 11419
(40.685869996, -73.825910033)"
Kings,Grocery,City Plaza Meat Ii Corp.,Sutter Ave,Brooklyn,NY,11207,"Sutter Ave
Brooklyn, NY 11207
(40.669741311, -73.892734464)"
Bronx,Grocery,Food Fair Fresh Market,Jerome Avenue,Bronx,NY,10468,"Jerome Avenue
Bronx, NY 10468
(40.864056372, -73.900080537)"
Bronx,Grocery,J & C Grocery & Deli Of Ny Inc.,East 188th Street,Bronx,NY,10458,"East 188th Street
Bronx, NY 10458
(40.856818253, -73.887596506)"
Kings,Grocery,C-Town Supermarkets,Utica Av,Brooklyn,NY,11213,"Utica Av
Brooklyn, NY 11213
(40.670525438, -73.930955163)"
Richmond,Grocery,Railroad Quickstop,North Railroad Ave,Staten Island,NY,10304,"North Railroad Ave
Staten Island, NY 10304
(40.591162581, -74.093261641)"
Queens,Grocery,Malik Grocery & Halal Meat,Queens Blvd,Sunnyside,NY,11104,"Queens Blvd
Sunnyside, NY 11104
(40.743658442, -73.921448264)"
Bronx,Grocery,D & F Meat Market Corp.,East 184th Street,Bronx,NY,10468,"East 184th Street
Bronx, NY 10468
(40.859914552, -73.900621046)"
Kings,Grocery,Southside Food Plaza Inc.,Bedford Ave,Brooklyn,NY,11249,"Bedford Ave
Brooklyn, NY 11249
(40.716387165, -73.959279469)"
Kings,Grocery,Quality Fresh Market,Driggs Ave,Brooklyn,NY,11211,"Driggs Ave
Brooklyn, NY 11211
(40.714611865, -73.959047593)"
Kings,Grocery,Bravo Supermarket,4th Ave,Brooklyn,NY,11220,"4th Ave
Brooklyn, NY 11220
(40.642446361, -74.016837076)"
Kings,Grocery,City Fresh Market,Knickerbocker Ave,Brooklyn,NY,11237,"Knickerbocker Ave
Brooklyn, NY 11237
(40.702568662, -73.92497553)"
New York,Grocery,City Fresh Market,East 106th St,New York,NY,10029,"East 106th St
New York, NY 10029
(40.791493512, -73.944487775)"
Bronx,Grocery,Food Universe Market Place,Third Avenue,Bronx,NY,10456,"Third Avenue
Bronx, NY 10456
(40.830808951, -73.905946751)"
Bronx,Grocery,Friends Halal Meat Supermarket Inc,Starling Avenue,Bronx,NY,10462,"Starling Avenue
Bronx, NY 10462
(40.836251334, -73.853296369)"
Kings,Grocery,Shop Fair Supermarket,Pennsylvania Ave,Brooklyn,NY,11207,"Pennsylvania Ave
Brooklyn, NY 11207
(40.664798077, -73.894062001)"
New York,Grocery,Key Food,2nd Av,New York,NY,10128,"2nd Av
New York, NY 10128
(40.781399421, -73.949172138)"
Kings,Grocery,Marketplace Of Bushwick,Broadway,Brooklyn,NY,11207,"Broadway
Brooklyn, NY 11207
(40.683079269, -73.910795599)"
Bronx,Grocery,Key Food,Lydig Avenue,Bronx,NY,10462,"Lydig Avenue
Bronx, NY 10462
(40.854449029, -73.865234483)"
Kings,Grocery,Center Fresh Inc,13th Avenue,Brooklyn,NY,11219,"13th Avenue
Brooklyn, NY 11219
(40.631580168, -73.995655412)"
Kings,Grocery,"Flatlands Mini Market, Inc.",Flatlands Avenue,Brooklyn,NY,11236,"Flatlands Avenue
Brooklyn, NY 11236
(40.640211735, -73.90600239)"
New York,Grocery,Key Food Fresh,St Nicholas Ave,New York,NY,10032,"St Nicholas Ave
New York, NY 10032
(40.842941445, -73.93838924)"
Bronx,Grocery,Food Universe Marketplace,East 174th Street,Bronx,NY,10457,"East 174th Street
Bronx, NY 10457
(40.84272148, -73.899498545)"
Queens,Grocery,City Fresh Market,103rd St,Corona,NY,11368,"103rd St
Corona, NY 11368
(40.753665691, -73.86463592)"
Kings,Grocery,"Rnj Kings Food, Inc.",Kings Highway,Brooklyn,NY,11229,"Kings Highway
Brooklyn, NY 11229
(40.609214454, -73.957258006)"
Kings,Grocery,"Shlomi Glat Kosher Meat, Inc.",Coney Island Avenue,Brooklyn,NY,11223,"Coney Island Avenue
Brooklyn, NY 11223
(40.6007957, -73.961383742)"
Kings,Grocery,Key Food,Rockaway Parkway,Brooklyn,NY,11236,"Rockaway Parkway
Brooklyn, NY 11236
(40.64051526, -73.897153295)"
Bronx,Grocery,Mard Deli Grocery Corp,Webster Avenue,Bronx,NY,10457,"Webster Avenue
Bronx, NY 10457
(40.846857045, -73.901421686)"
Kings,Grocery,Aaa Happy Inc,Myrtle Ave,Brooklyn,NY,11237,"Myrtle Ave
Brooklyn, NY 11237
(40.698997534, -73.916423418)"
Kings,Grocery,Good Food For Less,East 83rd Street,Brooklyn,NY,11236,"East 83rd Street
Brooklyn, NY 11236
(40.636758856, -73.910892146)"
Bronx,Grocery,Compare Supermarket,Boston Road,Bronx,NY,10456,"Boston Road
Bronx, NY 10456
(40.829322231, -73.902525344)"
Queens,Grocery,Food Dynasty,37th Av,Jackson Heights,NY,11372,"37th Av
Jackson Heights, NY 11372
(40.749864797, -73.883149449)"
Kings,Grocery,Key Food,Nostrand Avenue,Brooklyn,NY,11216,"Nostrand Avenue
Brooklyn, NY 11216
(40.679793269, -73.949569789)"
Queens,Grocery,Joy Fruit,Metropolitan Ave,Jamaica,NY,11418,"Metropolitan Ave
Jamaica, NY 11418
(40.708532049, -73.838893279)"
Kings,Grocery,Kol Tuv Food Market,40th Street,Brooklyn,NY,11218,"40th Street
Brooklyn, NY 11218
(40.639029418, -73.98516707)"
Bronx,Grocery,Associated,East 161st Street,Bronx,NY,10456,"East 161st Street
Bronx, NY 10456
(40.822430016, -73.909429998)"
New York,Grocery,Dan's Supermarket,West 185th St,New York,NY,10033,"West 185th St
New York, NY 10033
(40.851616356, -73.931820552)"
Queens,Grocery,Mi Tierra Supermarket,Northern Blvd,Jackson Heights,NY,11372,"Northern Blvd
Jackson Heights, NY 11372
(40.755740834, -73.88366366)"
Bronx,Grocery,Mg Deli Grocery Corp,Sheridan Avenue,Bronx,NY,10451,"Sheridan Avenue
Bronx, NY 10451
(40.82462457, -73.922551)"
New York,Grocery,Big Apple Meat Market,Ninth Avenue,New York,NY,10036,"Ninth Avenue
New York, NY 10036
(40.759713152, -73.991702626)"
Queens,Grocery,C-Town Supermarkets,Farmers Blvd,Saint Albans,NY,11412,"Farmers Blvd
Saint Albans, NY 11412
(40.696330052, -73.761649008)"
Kings,Grocery,Fruit King & Deli Grocery Corp.,Mcdonald Ave,Brooklyn,NY,11218,"Mcdonald Ave
Brooklyn, NY 11218
(40.633021153, -73.977584968)"
Kings,Grocery,C-Town Supermarkets,East 16th St,Brooklyn,NY,11226,"East 16th St
Brooklyn, NY 11226
(40.648635175, -73.964894072)"
Queens,Grocery,"Carniceria Stop 1, Corp.",Jamaica Avenue,Woodhaven,NY,11421,"Jamaica Avenue
Woodhaven, NY 11421
(40.692639509, -73.857066388)"
New York,Grocery,Associated Supermarket,7th Avenue,New York,NY,10030,"7th Avenue
New York, NY 10030
(40.817785195, -73.941787961)"
Bronx,Grocery,Maria Food Market Corp,Prospect Avenue,Bronx,NY,10459,"Prospect Avenue
Bronx, NY 10459
(40.826027843, -73.898990656)"
Bronx,Grocery,Antillana Superfood Marketplace,Grand Concourse,Bronx,NY,10453,"Grand Concourse
Bronx, NY 10453
(40.85073624, -73.905170701)"
Kings,Grocery,Market Place By Key Food,5th Avenue,Brooklyn,NY,11215,"5th Avenue
Brooklyn, NY 11215
(40.668128602, -73.987165162)"
Bronx,Grocery,C-Town Supermarkets,Hugh J Grant Circle,Bronx,NY,10472,"Hugh J Grant Circle
Bronx, NY 10472
(40.832723383, -73.860701594)"
New York,Grocery,Key Food,Broadway,New York,NY,10033,"Broadway
New York, NY 10033
(40.847681539, -73.9379936)"
Bronx,Grocery,C-Town Supermarkets,Sherman Avenue,Bronx,NY,10456,"Sherman Avenue
Bronx, NY 10456
(40.831563767, -73.91718526)"
Bronx,Grocery,Food Universe,East 194th Street,Bronx,NY,10458,"East 194th Street
Bronx, NY 10458
(40.864228305, -73.891468085)"
Queens,Grocery,W & K Grocery Inc,Roosevelt Av,Jackson Heights,NY,11372,"Roosevelt Av
Jackson Heights, NY 11372
(40.747096878, -73.888987581)"
Queens,Grocery,"Kelvin Grocery & Deli, Inc.",Cornaga Avenue,Far Rockaway,NY,11691,"Cornaga Avenue
Far Rockaway, NY 11691
(40.603188647, -73.747016676)"
Queens,Grocery,M & T Grocery Inc.,Dongan Avenue,Elmhurst,NY,11373,"Dongan Avenue
Elmhurst, NY 11373
(40.739289115, -73.880968795)"
New York,Grocery,Adam 31 Grocery Inc.,Catherine Street,New York,NY,10038,"Catherine Street
New York, NY 10038
(40.711995451, -73.996940001)"
Bronx,Grocery,Fine Fare,White Plains Rd,Bronx,NY,10467,"White Plains Rd
Bronx, NY 10467
(40.857975225, -73.867579994)"
Kings,Grocery,Cherry Valley Market Place,Crescent Street,Brooklyn,NY,11208,"Crescent Street
Brooklyn, NY 11208
(40.668878672, -73.868345151)"
Bronx,Grocery,Food Universe,Dreiser Loop,Bronx,NY,10475,"Dreiser Loop
Bronx, NY 10475
(40.875880009, -73.829126229)"
Bronx,Grocery,Pioneer Supermarket,Castle Hill Avenue,Bronx,NY,10462,"Castle Hill Avenue
Bronx, NY 10462
(40.837641204, -73.852458225)"
Kings,Grocery,Freddys On M Inc,Elm Avenue,Brooklyn,NY,11230,"Elm Avenue
Brooklyn, NY 11230
(40.617251535, -73.961564354)"
Kings,Grocery,Key Food,New Utrecht Avenue,Brooklyn,NY,11228,"New Utrecht Avenue
Brooklyn, NY 11228
(40.619090618, -73.99899884)"
Kings,Grocery,Key Food,Avenue N,Brooklyn,NY,11234,"Avenue N
Brooklyn, NY 11234
(40.617478163, -73.942726551)"
Bronx,Grocery,Los Cuatro Hermanos Grocery Inc,East 149th Street,Bronx,NY,10455,"East 149th Street
Bronx, NY 10455
(40.812472163, -73.905399848)"
Kings,Grocery,Goldberg's Grocery,18th Ave,Brooklyn,NY,11204,"18th Ave
Brooklyn, NY 11204
(40.628494225, -73.980802461)"
Queens,Grocery,Scaturro Supermarkets,Jamaica Ave,Woodhaven,NY,11421,"Jamaica Ave
Woodhaven, NY 11421
(40.692639509, -73.857066388)"
Kings,Grocery,Bingo Wholesale,61st,Brooklyn,NY,11219,"61st
Brooklyn, NY 11219
(40.629592136, -74.001317142)"
Richmond,Grocery,Victory Deli Food Corp.,Victory Boulevard,Staten Island,NY,10301,"Victory Boulevard
Staten Island, NY 10301
(40.625627129, -74.092403522)"
Bronx,Grocery,Matanza Deli Grocery Corp,Laconia Avenue,Bronx,NY,10466,"Laconia Avenue
Bronx, NY 10466
(40.884053328, -73.849406663)"
Queens,Grocery,Urban Market,2nd Street,Long Island City,NY,11101,"2nd Street
Long Island City, NY 11101
(40.740758976, -73.959343433)"
Queens,Grocery,C-Town Supermarkets,Liberty Avenue,South Richmond Hil,NY,11419,"Liberty Avenue
South Richmond Hil, NY 11419
(40.685869996, -73.825910033)"
Bronx,Grocery,Food Universe Marketplace,University Avenue,Bronx,NY,10468,"University Avenue
Bronx, NY 10468
(40.866469572, -73.902462648)"
Queens,Grocery,Trade Fair #9,37th Avenue,Jackson Heights,NY,11372,"37th Avenue
Jackson Heights, NY 11372
(40.749864797, -73.883149449)"
New York,Grocery,Pioneer Supermarket,Lenox Ave,New York,NY,10027,"Lenox Ave
New York, NY 10027
(40.807735307, -73.945430873)"
Kings,Grocery,Fine Fare Supermarket,Livonia Ave,Brooklyn,NY,11207,"Livonia Ave
Brooklyn, NY 11207
(40.665151469, -73.891436217)"
Queens,Grocery,Sea Town Fish & Farmers Market,104th St,Corona,NY,11368,"104th St
Corona, NY 11368
(40.749146133, -73.861318059)"
Bronx,Grocery,Town Market Corp,Morris Park Ave,Bronx,NY,10462,"Morris Park Ave
Bronx, NY 10462
(40.846183265, -73.861500931)"
Kings,Grocery,Foodtown,5th Avenue,Brooklyn,NY,11215,"5th Avenue
Brooklyn, NY 11215
(40.668128602, -73.987165162)"
Kings,Grocery,Associated Market Place,Hart Street,Brooklyn,NY,11221,"Hart Street
Brooklyn, NY 11221
(40.697489383, -73.928324201)"
Kings,Grocery,Laith Lite Deli Corp,New Lots Ave,Brooklyn,NY,11207,"New Lots Ave
Brooklyn, NY 11207
(40.662689499, -73.891159485)"
Kings,Grocery,C-Town Supermarkets,86th Street,Brooklyn,NY,11223,"86th Street
Brooklyn, NY 11223
(40.593433558, -73.979746241)"
Queens,Grocery,Mi Tierra Supermarket,Northern Blvd,Corona,NY,11368,"Northern Blvd
Corona, NY 11368
(40.758229958, -73.85148632)"
Richmond,Grocery,Stop & Shop #512,Richmond Av,Staten Island,NY,10314,"Richmond Av
Staten Island, NY 10314
(40.598887445, -74.162748744)"
Queens,Grocery,Farm Boy Country Market,Rockaway Blvd,South Ozone Park,NY,11420,"Rockaway Blvd
South Ozone Park, NY 11420
(40.675731403, -73.81669264)"
Kings,Grocery,America's Food Basket,Atlantic Ave,Brooklyn,NY,11233,"Atlantic Ave
Brooklyn, NY 11233
(40.677061326, -73.922295575)"
New York,Grocery,55 Fulton Market By Key Food,Fulton St,New York,NY,10038,"Fulton St
New York, NY 10038
(40.709057015, -74.005434302)"
Bronx,Grocery,Shop Fair Supermarket,Brook Avenue,Bronx,NY,10454,"Brook Avenue
Bronx, NY 10454
(40.807899745, -73.9190213)"
Queens,Grocery,Trade Fair,36th Avenue,Long Island City,NY,11106,"36th Avenue
Long Island City, NY 11106
(40.762267495, -73.94353094)"
Queens,Grocery,Key Food,Queens Blvd.,Forest Hills,NY,11375,"Queens Blvd.
Forest Hills, NY 11375
(40.718826368, -73.837854521)"
Kings,Grocery,Ideal Food Basket,St Johns Place,Brooklyn,NY,11213,"St Johns Place
Brooklyn, NY 11213
(40.670881081, -73.936499853)"
Kings,Grocery,Feng Tai Market Inc.,8th Avenue,Brooklyn,NY,11220,"8th Avenue
Brooklyn, NY 11220
(40.637397818, -74.007554402)"
New York,Grocery,J & F Meat Market Corp.,Amsterdam Ave,New York,NY,10032,"Amsterdam Ave
New York, NY 10032
(40.83660589, -73.939302751)"
Queens,Grocery,Valentino Food Market,Fresh Pond Road,Ridgewood,NY,11385,"Fresh Pond Road
Ridgewood, NY 11385
(40.706887204, -73.897125209)"
Kings,Grocery,Brooklyn Harvest Market,3rd Avenue,Brooklyn,NY,11209,"3rd Avenue
Brooklyn, NY 11209
(40.624059334, -74.030818893)"
Bronx,Grocery,C-Town Supermarkets,Unionport Road,Bronx,NY,10462,"Unionport Road
Bronx, NY 10462
(40.836193777, -73.856142073)"
Richmond,Grocery,Superfresh,Manor Road,Staten Island,NY,10314,"Manor Road
Staten Island, NY 10314
(40.61120088, -74.121807871)"
Queens,Grocery,J & P Guyana & West Indian Fish & G,Liberty Avenue,South Richmond Hil,NY,11419,"Liberty Avenue
South Richmond Hil, NY 11419
(40.685869996, -73.825910033)"
Queens,Grocery,Three Brothers Meat Market,Central Ave,Far Rockaway,NY,11691,"Central Ave
Far Rockaway, NY 11691
(40.607551944, -73.749087771)"
Kings,Grocery,R & I Grocery Inc.,8th Avenue,Brooklyn,NY,11232,"8th Avenue
Brooklyn, NY 11232
(40.646048638, -73.998557857)"
New York,Grocery,Fine Fare,St Nicholas Ave,New York,NY,10040,"St Nicholas Ave
New York, NY 10040
(40.855092118, -73.929508329)"
Kings,Grocery,Melissa Meat Market Corp.,Sutter Ave,Brooklyn,NY,11207,"Sutter Ave
Brooklyn, NY 11207
(40.669741311, -73.892734464)"
New York,Grocery,Key Food Supermarket,Broadway,New York,NY,10031,"Broadway
New York, NY 10031
(40.825168807, -73.951470904)"
Bronx,Grocery,Western Beef #35,Rosedale Avenue,Bronx,NY,10473,"Rosedale Avenue
Bronx, NY 10473
(40.819628776, -73.866407647)"
Bronx,Grocery,Nunez Cousins Grocery Corp,Watson Avenue,Bronx,NY,10472,"Watson Avenue
Bronx, NY 10472
(40.827662314, -73.866468109)"
Bronx,Grocery,Pioneer Supermarkets,White Plains Road,Bronx,NY,10467,"White Plains Road
Bronx, NY 10467
(40.857975225, -73.867579994)"
Kings,Grocery,Asian Super Market And Halal Meat I,Pitkin Av,Brooklyn,NY,11208,"Pitkin Av
Brooklyn, NY 11208
(40.675242314, -73.872989428)"
Queens,Grocery,Gnm Deli & Grocery Inc.,147th Av,Springfield Garden,NY,11413,"147th Av
Springfield Garden, NY 11413
(40.658418506, -73.754734596)"
Bronx,Grocery,Bronx Market Place,W. 183rd Street,Bronx,NY,10453,"W. 183rd Street
Bronx, NY 10453
(40.859957526, -73.908448889)"
Bronx,Grocery,Mango Grocery & Meat Market Corp.,East 196th Street,Bronx,NY,10468,"East 196th Street
Bronx, NY 10468
(40.86788998, -73.893019992)"
Bronx,Grocery,Stop & Shop #503,Broadway,Bronx,NY,10463,"Broadway
Bronx, NY 10463
(40.881507219, -73.902970873)"
Richmond,Grocery,Keyfood Fresh,Port Richmond Ave,Staten Island,NY,10302,"Port Richmond Ave
Staten Island, NY 10302
(40.631909075, -74.138037464)"
Kings,Grocery,New Tayeeba's Grocery Corp.,Avenue J,Brooklyn,NY,11230,"Avenue J
Brooklyn, NY 11230
(40.624626054, -73.966611167)"
Kings,Grocery,City Fresh Market,Pennsylvania Ave,Brooklyn,NY,11239,"Pennsylvania Ave
Brooklyn, NY 11239
(40.64753334, -73.881531078)"
Kings,Grocery,Ideal Food Basket,4th Avenue,Brooklyn,NY,11232,"4th Avenue
Brooklyn, NY 11232
(40.657140347, -74.001578992)"
Kings,Grocery,Pioneer Fresh Market,Stanley Ave,Brooklyn,NY,11207,"Stanley Ave
Brooklyn, NY 11207
(40.657490593, -73.888232613)"
Queens,Grocery,Yailin Food Corp.,Jamaica Avenue,Jamaica,NY,11423,"Jamaica Avenue
Jamaica, NY 11423
(40.70940933, -73.775043208)"
Kings,Grocery,Buy-Best Grocery Inc.,8th Ave,Brooklyn,NY,11220,"8th Ave
Brooklyn, NY 11220
(40.637397818, -74.007554402)"
Queens,Grocery,Baylor Grocery Inc.,Northern Blvd,Flushing,NY,11354,"Northern Blvd
Flushing, NY 11354
(40.764797432, -73.822335749)"
Bronx,Grocery,"2363 Rosewood Grocery, Inc.",White Plains Road,Bronx,NY,10467,"White Plains Road
Bronx, NY 10467
(40.857975225, -73.867579994)"
Bronx,Grocery,Sedgwick Marketplace,Sedgwick Avenue,Bronx,NY,10468,"Sedgwick Avenue
Bronx, NY 10468
(40.869493449, -73.904187065)"
Queens,Grocery,Mi Tierra Supermarket,Roosevelt Ave,Jackson Heights,NY,11372,"Roosevelt Ave
Jackson Heights, NY 11372
(40.747096878, -73.888987581)"
New York,Grocery,Key Food Fresh,Amsterdam Ave,New York,NY,10025,"Amsterdam Ave
New York, NY 10025
(40.79884961, -73.966882739)"
Queens,Grocery,Al-Yemeni Market,Woodward Avenue,Ridgewood,NY,11385,"Woodward Avenue
Ridgewood, NY 11385
(40.708090636, -73.911103639)"
Queens,Grocery,Key Food,Rockaway Beach Blvd,Rockaway Beach,NY,11693,"Rockaway Beach Blvd
Rockaway Beach, NY 11693
(40.587456972, -73.811926691)"
Bronx,Grocery,Pioneer Supermarket,St. Anns Avenue,Bronx,NY,10454,"St. Anns Avenue
Bronx, NY 10454
(40.807277919, -73.917174712)"
Kings,Grocery,Shop Fair Supermarket Supermarket,Myrtle Avenue,Brooklyn,NY,11206,"Myrtle Avenue
Brooklyn, NY 11206
(40.696058921, -73.943251594)"
Queens,Grocery,Bravo,Guy R Brewer Blvd,Jamaica,NY,11433,"Guy R Brewer Blvd
Jamaica, NY 11433
(40.702463213, -73.795506941)"
Bronx,Grocery,Al-Amin Halal Fish Meat And Groceri,E Burnside Avenue,Bronx,NY,10457,"E Burnside Avenue
Bronx, NY 10457
(40.851333534, -73.902155417)"
Kings,Grocery,Pioneer,Broadway,Brooklyn,NY,11207,"Broadway
Brooklyn, NY 11207
(40.683079269, -73.910795599)"
New York,Grocery,Family Fruit & Meat Market Corp.,Saint Nicholas Ave,New York,NY,10033,"Saint Nicholas Ave
New York, NY 10033
(40.848600208, -73.934262238)"
Bronx,Grocery,Key Food,Boston Road,Bronx,NY,10460,"Boston Road
Bronx, NY 10460
(40.836017827, -73.890129214)"
Queens,Grocery,"69-21 Mini Market, Inc.",Myrtle Ave,Glendale,NY,11385,"Myrtle Ave
Glendale, NY 11385
(40.702565345, -73.873209171)"
Bronx,Grocery,Foodtown #528,Third Avenue,Bronx,NY,10451,"Third Avenue
Bronx, NY 10451
(40.821787595, -73.911971928)"
Queens,Grocery,Shop Fair Supermarket,Cornaga Avenue,Far Rockaway,NY,11691,"Cornaga Avenue
Far Rockaway, NY 11691
(40.603188647, -73.747016676)"
Queens,Grocery,Food Plus Supermarket,Kissena Blvd,Flushing,NY,11355,"Kissena Blvd
Flushing, NY 11355
(40.755328445, -73.824509811)"
Kings,Grocery,Brooklyn Harvest Market,North 5th St,Brooklyn,NY,11249,"North 5th St
Brooklyn, NY 11249
(40.718347074, -73.961542995)"
Kings,Grocery,Food Bazaar,Saint Johns Pl,Brooklyn,NY,11233,"Saint Johns Pl
Brooklyn, NY 11233
(40.670116889, -73.922219733)"
New York,Grocery,C-Town Supermarkets,Avenue C,New York,NY,10009,"Avenue C
New York, NY 10009
(40.727801292, -73.976143943)"
Queens,Grocery,Farm Country Supermarket,31st Ave,East Elmhurst,NY,11370,"31st Ave
East Elmhurst, NY 11370
(40.758789552, -73.89021913)"
New York,Grocery,City Fresh Market,Third Ave,New York,NY,10035,"Third Ave
New York, NY 10035
(40.801789522, -73.937215756)"
Kings,Grocery,Ideal Food Basket,Coney Island Ave,Brooklyn,NY,11218,"Coney Island Ave
Brooklyn, NY 11218
(40.642233074, -73.969645416)"
Kings,Grocery,Dwip Bangla Grocery Inc,Beverley Road,Brooklyn,NY,11218,"Beverley Road
Brooklyn, NY 11218
(40.64360558, -73.971319196)"
Kings,Grocery,Luna Grocery Store Corp.,Hegeman Ave,Brooklyn,NY,11208,"Hegeman Ave
Brooklyn, NY 11208
(40.666245497, -73.876926788)"
Bronx,Grocery,C-Town Supermarkets,Katonah Avenue,Bronx,NY,10470,"Katonah Avenue
Bronx, NY 10470
(40.899231505, -73.86750074)"
Kings,Grocery,Food Way,Ralph Avenue,Brooklyn,NY,11234,"Ralph Avenue
Brooklyn, NY 11234
(40.625225037, -73.917869494)"
Bronx,Grocery,Cherry Valley Market Place,Webster Avenue,Bronx,NY,10458,"Webster Avenue
Bronx, NY 10458
(40.861257292, -73.8918215)"
Queens,Grocery,Market Place Supermarket,Liberty Avenue,Ozone Park,NY,11417,"Liberty Avenue
Ozone Park, NY 11417
(40.682434374, -73.836058628)"
Kings,Grocery,Health Plus Pharmacy,Fulton Street,Brooklyn,NY,11216,"Fulton Street
Brooklyn, NY 11216
(40.680257406, -73.947077748)"
Queens,Grocery,Lee Stop 1 Market Corp,103rd Street,Corona,NY,11368,"103rd Street
Corona, NY 11368
(40.753665691, -73.86463592)"
Kings,Grocery,Super 77 Market Inc,New Utrecht Av,Brooklyn,NY,11214,"New Utrecht Av
Brooklyn, NY 11214
(40.61121479, -74.001246421)"
New York,Grocery,Metro Acres Market,Clinton Street,New York,NY,10002,"Clinton Street
New York, NY 10002
(40.714099894, -73.987154243)"
Bronx,Grocery,Jeffrey Deli Grocery Inc,Valentine Avenue,Bronx,NY,10457,"Valentine Avenue
Bronx, NY 10457
(40.852492267, -73.900018525)"
Kings,Grocery,One Stop Farm Corp.,Caton Av,Brooklyn,NY,11218,"Caton Av
Brooklyn, NY 11218
(40.647760452, -73.974673375)"
Queens,Grocery,Key Food Supermarket,Lefferts Blvd,Richmond Hill,NY,11418,"Lefferts Blvd
Richmond Hill, NY 11418
(40.697767785, -73.829822998)"
Kings,Grocery,Fine Fare,Mermaid Ave,Brooklyn,NY,11224,"Mermaid Ave
Brooklyn, NY 11224
(40.575824174, -73.992160428)"
Queens,Grocery,Ideal Food Basket,Sutphin Blvd,Jamaica,NY,11435,"Sutphin Blvd
Jamaica, NY 11435
(40.695351298, -73.803275523)"
New York,Grocery,Brooklyn Fare,West End Avenue,New York,NY,10023,"West End Avenue
New York, NY 10023
(40.777116797, -73.986439895)"
Kings,Grocery,Nafaya Food Service Corp,Bedford Avenue,Brooklyn,NY,11225,"Bedford Avenue
Brooklyn, NY 11225
(40.662962045, -73.957150735)"
Kings,Grocery,Utica Meat Warehouse,Utica Av,Brooklyn,NY,11203,"Utica Av
Brooklyn, NY 11203
(40.650159197, -73.930216953)"
Kings,Grocery,Bravo Supermarket,Humboldt Street,Brooklyn,NY,11206,"Humboldt Street
Brooklyn, NY 11206
(40.706432251, -73.941342124)"
Queens,Grocery,Bowne Grocery Inc,Bowne St,Flushing,NY,11355,"Bowne St
Flushing, NY 11355
(40.752938492, -73.817401283)"
Richmond,Grocery,Stop 1 & Targee Supermarket,Targee St,Staten Island,NY,10304,"Targee St
Staten Island, NY 10304
(40.612570939, -74.085067271)"
Bronx,Grocery,Boston Rd Meat Market Produce Corp,Boston Road,Bronx,NY,10460,"Boston Road
Bronx, NY 10460
(40.836017827, -73.890129214)"
Kings,Grocery,"Abdo Stop One Deli, Inc.",5th Ave,Brooklyn,NY,11220,"5th Ave
Brooklyn, NY 11220
(40.641173283, -74.014396236)"
