CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,Borough,GeoID_1,pop,geoid_2,ctname,agg_income,agg_inco_1
"496","4",Queens,"049600","4049600",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081049600","4413",6798.28247899000,2943687.16290999996,Queens,"36081049600","3251",1400000US36081049600,"Census Tract 496, Queens County, New York","94147000","14760483"
"497","4",Queens,"049700","4049700",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081049700","4405",6140.53988240000,2129377.45016000001,Queens,"36081049700","3381",1400000US36081049700,"Census Tract 497, Queens County, New York","97089800","28064697"
"500","4",Queens,"050000","4050000",,Hollis,QN1206,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081050000","4412",10937.19760100000,3612066.31877999986,Queens,"36081050000","4778",1400000US36081050000,"Census Tract 500, Queens County, New York","127614800","19596445"
"502.01","4",Queens,"050201","4050201",,Hollis,QN1206,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081050201","4412",5546.25648234000,1810554.43791999994,Queens,"36081050201","1678",1400000US36081050201,"Census Tract 502.01, Queens County, New York","42818100","9243807"
"502.02","4",Queens,"050202","4050202",,Hollis,QN1206,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081050202","4412",5227.63796062000,1645285.22525999998,Queens,"36081050202","1521",1400000US36081050202,"Census Tract 502.02, Queens County, New York","34377300","7728310"
"504","4",Queens,"050400","4050400",,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081050400","4412",6256.94257464000,2328381.53566000005,Queens,"36081050400","1872",1400000US36081050400,"Census Tract 504, Queens County, New York","58494600","13614846"
"506","4",Queens,"050600","4050600",,Hollis,QN1206,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081050600","4412",6185.41498069000,2217542.16966000013,Queens,"36081050600","1635",1400000US36081050600,"Census Tract 506, Queens County, New York","57232000","14665628"
"508","4",Queens,"050800","4050800",,Hollis,QN1206,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081050800","4412",6330.86582497000,2363416.32278000005,Queens,"36081050800","2084",1400000US36081050800,"Census Tract 508, Queens County, New York","55154900","14342175"
"510","4",Queens,"051000","4051000",,Hollis,QN1206,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081051000","4412",7777.70875132000,1989781.22732999991,Queens,"36081051000","1616",1400000US36081051000,"Census Tract 510, Queens County, New York","42902400","10556392"
"512","4",Queens,"051200","4051200",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081051200","4413",10480.70190040000,4044798.63002000004,Queens,"36081051200","2748",1400000US36081051200,"Census Tract 512, Queens County, New York","74042000","17017031"
"513","4",Queens,"051300","4051300",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081051300","4405",6462.42317167000,2082794.35297999997,Queens,"36081051300","2638",1400000US36081051300,"Census Tract 513, Queens County, New York","94579400","17347696"
"516","4",Queens,"051600","4051600",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081051600","4413",7039.68124806000,1976764.04573999997,Queens,"36081051600","2069",1400000US36081051600,"Census Tract 516, Queens County, New York","59431600","12820092"
"517","4",Queens,"051700","4051700",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081051700","4405",9933.39889691000,2737061.48777000001,Queens,"36081051700","2146",1400000US36081051700,"Census Tract 517, Queens County, New York","72837400","18086303"
"518","4",Queens,"051800","4051800",,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081051800","4412",6248.97806150000,1827884.20877999999,Queens,"36081051800","1948",1400000US36081051800,"Census Tract 518, Queens County, New York","77843900","20383648"
"520","4",Queens,"052000","4052000",,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081052000","4412",6270.78425058000,1853858.13917999994,Queens,"36081052000","1593",1400000US36081052000,"Census Tract 520, Queens County, New York","35210100","7702945"
"521","4",Queens,"052100","4052100",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081052100","4405",7333.11029296000,2033478.65197000001,Queens,"36081052100","2197",1400000US36081052100,"Census Tract 521, Queens County, New York","96287300","39981795"
"522","4",Queens,"052200","4052200",,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081052200","4412",6248.71226815000,1827899.17757000006,Queens,"36081052200","1605",1400000US36081052200,"Census Tract 522, Queens County, New York","48120600","10096447"
"524","4",Queens,"052400","4052400",,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081052400","4412",6098.59450094000,2111656.27515000012,Queens,"36081052400","1945",1400000US36081052400,"Census Tract 524, Queens County, New York","66531200","11826017"
"526","4",Queens,"052600","4052600",,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081052600","4412",5832.43613669000,1962757.73243000009,Queens,"36081052600","1958",1400000US36081052600,"Census Tract 526, Queens County, New York","73210100","14394389"
"528","4",Queens,"052800","4052800",,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081052800","4412",6980.71547518000,1941579.97444000002,Queens,"36081052800","1563",1400000US36081052800,"Census Tract 528, Queens County, New York","43231200","10648368"
"530","4",Queens,"053000","4053000",,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081053000","4412",6368.35206693000,2477580.91948000016,Queens,"36081053000","2393",1400000US36081053000,"Census Tract 530, Queens County, New York","77636000","21764508"
"531","4",Queens,"053100","4053100",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081053100","4405",8731.93135523000,4558842.27204000019,Queens,"36081053100","3462",1400000US36081053100,"Census Tract 531, Queens County, New York","123016800","35194285"
"532","4",Queens,"053200","4053200",,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081053200","4412",8791.72966775000,2043401.98827999993,Queens,"36081053200","1886",1400000US36081053200,"Census Tract 532, Queens County, New York","59614900","13350785"
"534.01","4",Queens,"053401","4053401",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081053401","4413",7981.29922897000,2799985.33644000022,Queens,"36081053401","2104",1400000US36081053401,"Census Tract 534.01, Queens County, New York","63461200","13825001"
"536.01","4",Queens,"053601","4053601",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081053601","4413",6725.29709139000,2066594.22812999994,Queens,"36081053601","1578",1400000US36081053601,"Census Tract 536.01, Queens County, New York","58773200","12661428"
"538","4",Queens,"053800","4053800",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081053800","4413",7196.83080203000,2031701.03524999996,Queens,"36081053800","1648",1400000US36081053800,"Census Tract 538, Queens County, New York","45170100","11106363"
"539.01","4",Queens,"053901","4053901",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081053901","4405",10954.46128900000,4743330.72974999994,Queens,"36081053901","3968",1400000US36081053901,"Census Tract 539.01, Queens County, New York","148280500","21193029"
"539.02","4",Queens,"053902","4053902",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081053902","4405",5231.41501737000,1782429.05912999995,Queens,"36081053902","88",1400000US36081053902,"Census Tract 539.02, Queens County, New York","8902700","4879062"
"540","4",Queens,"054000","4054000",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081054000","4413",10379.22318190000,5627808.84640999977,Queens,"36081054000","4632",1400000US36081054000,"Census Tract 540, Queens County, New York","111998200","22103754"
"542","4",Queens,"054200","4054200",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081054200","4413",10029.06380510000,5824785.57615000103,Queens,"36081054200","5149",1400000US36081054200,"Census Tract 542, Queens County, New York","171743700","27117273"
"545","4",Queens,"054500","4054500",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081054500","4405",4479.23328983000,1221365.64706999995,Queens,"36081054500","3648",1400000US36081054500,"Census Tract 545, Queens County, New York","108489900","18001630"
"547","4",Queens,"054700","4054700",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081054700","4405",5473.12226701000,1390289.28505000006,Queens,"36081054700","4166",1400000US36081054700,"Census Tract 547, Queens County, New York","171259900","65560928"
"548","4",Queens,"054800","4054800",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081054800","4413",7075.54382475000,2423672.41832000017,Queens,"36081054800","2336",1400000US36081054800,"Census Tract 548, Queens County, New York","76791100","13236314"
"549","4",Queens,"054900","4054900",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081054900","4405",6164.83999693000,1767827.28805999993,Queens,"36081054900","4932",1400000US36081054900,"Census Tract 549, Queens County, New York","146988700","20498601"
"551","4",Queens,"055100","4055100",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081055100","4405",5974.20708933000,1669725.73224999988,Queens,"36081055100","4574",1400000US36081055100,"Census Tract 551, Queens County, New York","126458500","20869429"
"552","4",Queens,"055200","4055200",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081055200","4413",10946.68332290000,4495830.53436999954,Queens,"36081055200","3174",1400000US36081055200,"Census Tract 552, Queens County, New York","83791500","19442682"
"553","4",Queens,"055300","4055300",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081055300","4405",5786.25740085000,1475828.63589000003,Queens,"36081055300","2856",1400000US36081055300,"Census Tract 553, Queens County, New York","102521300","35282062"
"554","4",Queens,"055400","4055400",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081055400","4413",6806.19234550000,2368771.67201999994,Queens,"36081055400","2487",1400000US36081055400,"Census Tract 554, Queens County, New York","73414900","14398686"
"555","4",Queens,"055500","4055500",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081055500","4405",6355.66245280000,1654116.30689999997,Queens,"36081055500","1935",1400000US36081055500,"Census Tract 555, Queens County, New York","66511900","17592743"
"556","4",Queens,"055600","4055600",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081055600","4413",6237.49461204000,2442153.50047999993,Queens,"36081055600","2242",1400000US36081055600,"Census Tract 556, Queens County, New York","92075800","20581945"
"557","4",Queens,"055700","4055700",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081055700","4405",7938.37014138000,2577353.55578000005,Queens,"36081055700","3966",1400000US36081055700,"Census Tract 557, Queens County, New York","122881400","20015832"
"558","4",Queens,"055800","4055800",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081055800","4413",5807.58701335000,2070613.64275999996,Queens,"36081055800","1710",1400000US36081055800,"Census Tract 558, Queens County, New York","88649100","36373244"
"559","4",Queens,"055900","4055900",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081055900","4405",5554.32795303000,1747160.51775000012,Queens,"36081055900","1178",1400000US36081055900,"Census Tract 559, Queens County, New York","31030200","8759692"
"561","4",Queens,"056100","4056100",,Highland Park-Cypress Hills Cemeteries (North),QN0574,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081056100","4405",33067.82732850001,31227050.06940000132,Queens,"36081056100","20",1400000US36081056100,"Census Tract 561, Queens County, New York",,
"562","4",Queens,"056200","4056200",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081056200","4413",5791.17404709000,1729177.34364999994,Queens,"36081056200","1460",1400000US36081056200,"Census Tract 562, Queens County, New York","50231800","12459538"
"565","4",Queens,"056500","4056500",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081056500","4405",6884.64953446000,1304509.43439999991,Queens,"36081056500","1681",1400000US36081056500,"Census Tract 565, Queens County, New York","62935400","20431131"
"566","4",Queens,"056600","4056600",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081056600","4413",5722.75819847000,2098775.46635999996,Queens,"36081056600","1581",1400000US36081056600,"Census Tract 566, Queens County, New York","37889600","7714122"
"567","4",Queens,"056700","4056700",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081056700","4405",10547.90276360000,3385675.09769000020,Queens,"36081056700","4751",1400000US36081056700,"Census Tract 567, Queens County, New York","214704100","74280343"
"577","4",Queens,"057700","4057700",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081057700","4405",6441.76678921000,2030058.39174999995,Queens,"36081057700","4023",1400000US36081057700,"Census Tract 577, Queens County, New York","136342800","26078725"
"579","4",Queens,"057900","4057900",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081057900","4405",4076.28513506000,743111.06989599997,Queens,"36081057900","1743",1400000US36081057900,"Census Tract 579, Queens County, New York","49114800","13070895"
"582","4",Queens,"058200","4058200",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081058200","4413",11441.37676430000,6066865.06104000006,Queens,"36081058200","4509",1400000US36081058200,"Census Tract 582, Queens County, New York","177337000","33889117"
"585","4",Queens,"058500","4058500",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081058500","4405",5622.54718644000,1842457.05747999996,Queens,"36081058500","4128",1400000US36081058500,"Census Tract 585, Queens County, New York","140611500","23029277"
"587","4",Queens,"058700","4058700",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081058700","4405",5093.74821868000,1549455.35177000007,Queens,"36081058700","3336",1400000US36081058700,"Census Tract 587, Queens County, New York","142759000","27309385"
"589","4",Queens,"058900","4058900",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081058900","4405",5626.45011681000,1780244.68861999991,Queens,"36081058900","4308",1400000US36081058900,"Census Tract 589, Queens County, New York","166460900","25356037"
"590","4",Queens,"059000","4059000",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081059000","4413",5991.95136875000,1702017.10104999994,Queens,"36081059000","1182",1400000US36081059000,"Census Tract 590, Queens County, New York","49869900","18051249"
"591","4",Queens,"059100","4059100",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081059100","4405",6258.85043539000,2174921.34624999994,Queens,"36081059100","5226",1400000US36081059100,"Census Tract 591, Queens County, New York","192548800","47519937"
"593","4",Queens,"059300","4059300",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081059300","4405",7184.62125837000,2719007.54082999984,Queens,"36081059300","4092",1400000US36081059300,"Census Tract 593, Queens County, New York","123192100","24539833"
"594","4",Queens,"059400","4059400",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081059400","4413",7041.47586459000,2389902.25132999988,Queens,"36081059400","1506",1400000US36081059400,"Census Tract 594, Queens County, New York","78066900","12627398"
"595.01","4",Queens,"059501","4059501",,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081059501","4405",6320.21426142000,1774156.28312000004,Queens,"36081059501","2091",1400000US36081059501,"Census Tract 595.01, Queens County, New York","67441200","19355923"
"596","4",Queens,"059600","4059600",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081059600","4413",6089.76734843000,2094112.14742999990,Queens,"36081059600","1373",1400000US36081059600,"Census Tract 596, Queens County, New York","46363000","10800482"
"598","4",Queens,"059800","4059800",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081059800","4413",6172.23569703000,2227865.46833000006,Queens,"36081059800","1764",1400000US36081059800,"Census Tract 598, Queens County, New York","62734600","14070549"
"599","4",Queens,"059900","4059900",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081059900","4405",6220.11865694000,1368119.30816000002,Queens,"36081059900","1594",1400000US36081059900,"Census Tract 599, Queens County, New York","50138600","15484435"
"600","4",Queens,"060000","4060000",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081060000","4413",5784.24161998000,1902339.50558000011,Queens,"36081060000","1223",1400000US36081060000,"Census Tract 600, Queens County, New York","50451100","22663715"
"606","4",Queens,"060600","4060600",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081060600","4413",6180.97581337000,2317297.10417000018,Queens,"36081060600","1328",1400000US36081060600,"Census Tract 606, Queens County, New York","39010000","11588271"
"608","4",Queens,"060800","4060800",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081060800","4413",6176.48631380000,2271701.78960999986,Queens,"36081060800","1475",1400000US36081060800,"Census Tract 608, Queens County, New York","55051200","14205732"
"610","4",Queens,"061000","4061000",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081061000","4413",6530.28009497000,2616057.49012999982,Queens,"36081061000","1204",1400000US36081061000,"Census Tract 610, Queens County, New York","61622200","13861243"
"612","4",Queens,"061200","4061200",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081061200","4413",7123.41311322000,2830128.16082999995,Queens,"36081061200","1552",1400000US36081061200,"Census Tract 612, Queens County, New York","72048900","15255396"
"613.02","4",Queens,"061302","4061302",,Middle Village Cemetery,QN0572,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081061302","4405",10370.46100110000,5511491.13410000037,Queens,"36081061302","0",1400000US36081061302,"Census Tract 613.02, Queens County, New York",,
"614","4",Queens,"061400","4061400",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081061400","4413",6934.40346854000,2772036.26990000019,Queens,"36081061400","1205",1400000US36081061400,"Census Tract 614, Queens County, New York","59298900","14441411"
"616.01","4",Queens,"061601","4061601",,Laurelton,QN1305,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081061601","4413",9165.24562428000,4117509.64159000013,Queens,"36081061601","2095",1400000US36081061601,"Census Tract 616.01, Queens County, New York","92286700","16332108"
"616.02","4",Queens,"061602","4061602",,Rosedale,QN1307,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081061602","4413",10075.29430360000,4554219.84080000035,Queens,"36081061602","1402",1400000US36081061602,"Census Tract 616.02, Queens County, New York","42365400","7872199"
"618","4",Queens,"061800","4061800",,Laurelton,QN1305,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081061800","4413",6649.06908223000,2600036.16086999979,Queens,"36081061800","1736",1400000US36081061800,"Census Tract 618, Queens County, New York","70693100","8777562"
"619","4",Queens,"061900","4061900",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081061900","4405",8871.38903836000,2553641.97032999992,Queens,"36081061900","3097",1400000US36081061900,"Census Tract 619, Queens County, New York","117156500","32590636"
"623","4",Queens,"062300","4062300",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081062300","4405",5381.88370676000,1688803.96562999999,Queens,"36081062300","1923",1400000US36081062300,"Census Tract 623, Queens County, New York","75650900","13257815"
"625","4",Queens,"062500","4062500",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081062500","4405",6042.80969693000,2137199.26153999986,Queens,"36081062500","2625",1400000US36081062500,"Census Tract 625, Queens County, New York","80523200","16267539"
"626","4",Queens,"062600","4062600",,Laurelton,QN1305,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081062600","4413",9219.36487304000,4651585.20208000019,Queens,"36081062600","2689",1400000US36081062600,"Census Tract 626, Queens County, New York","104110400","17265138"
"627","4",Queens,"062700","4062700",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081062700","4405",5344.10454860000,1693386.23482999997,Queens,"36081062700","3010",1400000US36081062700,"Census Tract 627, Queens County, New York","92280200","22158224"
"629","4",Queens,"062900","4062900",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081062900","4405",8624.66282999000,1987938.26052000001,Queens,"36081062900","3042",1400000US36081062900,"Census Tract 629, Queens County, New York","117636800","26114198"
"632","4",Queens,"063200","4063200",,Laurelton,QN1305,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081063200","4413",9395.27848680000,3192812.08658999996,Queens,"36081063200","2261",1400000US36081063200,"Census Tract 632, Queens County, New York","82710300","10888149"
"633.01","4",Queens,"063301","4063301",,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081063301","4405",5604.76552532000,1452391.11387000000,Queens,"36081063301","1587",1400000US36081063301,"Census Tract 633.01, Queens County, New York","52132000","9451810"
"641.01","4",Queens,"064101","4064101",,Woodhaven,QN0905,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081064101","4409",4285.78492642000,888496.15466100001,Queens,"36081064101","2378",1400000US36081064101,"Census Tract 641.01, Queens County, New York","96091500","17332012"
"645","4",Queens,"064500","4064500",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081064500","4406",9664.89541048000,3401293.43559999997,Queens,"36081064500","2064",1400000US36081064500,"Census Tract 645, Queens County, New York","84046800","17419914"
"646","4",Queens,"064600","4064600",,Laurelton,QN1305,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081064600","4413",9495.58996191000,4431420.37146000005,Queens,"36081064600","3025",1400000US36081064600,"Census Tract 646, Queens County, New York","124209500","19463935"
"650","4",Queens,"065000","4065000",,Laurelton,QN1305,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081065000","4413",9259.52096029000,4304601.87177000009,Queens,"36081065000","2831",1400000US36081065000,"Census Tract 650, Queens County, New York","131137000","31380437"
"654.01","4",Queens,"065401","4065401",,Rosedale,QN1307,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081065401","4413",11723.52314470000,4637075.52419999987,Queens,"36081065401","2836",1400000US36081065401,"Census Tract 654.01, Queens County, New York","111516800","30893341"
"654.02","4",Queens,"065402","4065402",,Springfield Gardens (South)-Brookville,QN1306,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081065402","4413",8818.44058120000,2865941.96189999999,Queens,"36081065402","5",1400000US36081065402,"Census Tract 654.02, Queens County, New York",,
"656","4",Queens,"065600","4065600",,Rosedale,QN1307,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081065600","4413",17210.62835060000,6346461.90620999970,Queens,"36081065600","5423",1400000US36081065600,"Census Tract 656, Queens County, New York","169028300","35126756"
"657.02","4",Queens,"065702","4065702",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081065702","4405",6735.04868397000,1547771.97528999997,Queens,"36081065702","1775",1400000US36081065702,"Census Tract 657.02, Queens County, New York","55720200","10609917"
"657.03","4",Queens,"065703","4065703",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081065703","4405",7352.98153074000,2889534.89949000021,Queens,"36081065703","2829",1400000US36081065703,"Census Tract 657.03, Queens County, New York","113513500","28500957"
"660","4",Queens,"066000","4066000",,Rosedale,QN1307,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081066000","4413",8525.49781997000,4160670.39747000020,Queens,"36081066000","3511",1400000US36081066000,"Census Tract 660, Queens County, New York","97131800","16416219"
"663.01","4",Queens,"066301","4066301",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081066301","4405",11850.68140520000,3017250.43434000015,Queens,"36081066301","2713",1400000US36081066301,"Census Tract 663.01, Queens County, New York","136202300","16591348"
"663.02","4",Queens,"066302","4066302",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081066302","4405",8253.39559501000,2656996.36806999985,Queens,"36081066302","4",1400000US36081066302,"Census Tract 663.02, Queens County, New York",,
"664.02","4",Queens,"066402","4066402",,Rosedale,QN1307,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081066402","4413",11688.47601590000,4232911.46427000035,Queens,"36081066402","3942",1400000US36081066402,"Census Tract 664.02, Queens County, New York","109739100","19986331"
"664.03","4",Queens,"066403","4066403",,Rosedale,QN1307,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081066403","4413",11109.03981630000,3916205.36524000019,Queens,"36081066403","4480",1400000US36081066403,"Census Tract 664.03, Queens County, New York","176035900","45329731"
"667.01","4",Queens,"066701","4066701",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081066701","4405",7732.49507861000,2769361.37132999999,Queens,"36081066701","2789",1400000US36081066701,"Census Tract 667.01, Queens County, New York","101421300","24394329"
"671","4",Queens,"067100","4067100",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081067100","4405",7397.82021009000,2465973.94953999994,Queens,"36081067100","2248",1400000US36081067100,"Census Tract 671, Queens County, New York","124321000","20784912"
"677","4",Queens,"067700","4067700",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081067700","4405",6676.79362637000,2001637.20785999997,Queens,"36081067700","1832",1400000US36081067700,"Census Tract 677, Queens County, New York","91361000","18638895"
"682","4",Queens,"068200","4068200",,Laurelton,QN1305,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081068200","4413",7239.27937305000,2492489.82379999990,Queens,"36081068200","1262",1400000US36081068200,"Census Tract 682, Queens County, New York","36451500","7658772"
